player_id,player_name,team,position,season,fantasy_total
-16029,Panthers D/ST,CAR,DST,2024,9.0
4362921,Tyquan Thornton,KC,WR,2024,8.7
2574511,Brandon Allen,TEN,QB,2024,8.46
4373030,Ben Sims,GB,TE,2024,8.2
4912274,Sione Vaki,DET,RB,2024,8.1
4259308,Raheem Blackshear,CAR,RB,2024,8.0
4036419,Skylar Thompson,PIT,QB,2024,7.88
4700712,Cam Grandy,CIN,TE,2024,7.8
4367209,Greg Dulcich,NYG,TE,2024,7.8
4248557,E.J. Jenkins,PHI,TE,2024,7.7
4567156,Treylon Burks,TEN,WR,2024,7.5
4678008,Jonathon Brooks,CAR,RB,2024,7.5
4043016,Dee Eskridge,MIA,WR,2024,7.4
4362630,Terrace Marshall Jr.,LV,WR,2024,7.1
4245131,Tim Jones,JAX,WR,2024,7.1
4250360,Bailey Zappe,KC,QB,2024,7.0
4362523,Will Mallory,IND,TE,2024,6.9
4373684,Scott Matlock,LAC,,2024,6.8
4372716,Nikko Remigio,KC,WR,2024,6.8
4596334,Keaton Mitchell,BAL,RB,2024,6.8
3929637,Dan Chisena,CAR,WR,2024,6.7
4374187,Deven Thompkins,CAR,WR,2024,6.7
4037457,Travis Homer,CHI,RB,2024,6.4
4039607,J.J. Taylor,HOU,RB,2024,6.4
4241983,Cody White,SEA,WR,2024,6.4
4386544,Xavier Smith,LAR,WR,2024,6.2
3919510,Alex Bachman,LV,WR,2024,6.1
4240573,Ihmir Smith-Marsette,NYG,WR,2024,6.0
16799,Allen Robinson,DET,WR,2024,6.0
4035537,Kene Nwangwu,NYJ,RB,2024,6.0
4257188,Charlie Jones,CIN,WR,2024,6.0
4362227,Bryce Ford-Wheaton,NYG,WR,2024,6.0
3139033,Mike Boone,CAR,RB,2024,5.9
4570409,David Bell,CLE,WR,2024,5.7
4613104,Malachi Corley,NYJ,WR,2024,5.2
4428678,Jamari Thrash,CLE,WR,2024,5.2
4373634,Dallin Holker,NO,TE,2024,5.1
4240911,Jacob Kibodi,FA,RB,2024,4.9
2573079,Carson Wentz,KC,QB,2024,4.72
4047422,Tanner Conner,MIA,TE,2024,4.6
3931391,Trenton Irwin,FA,WR,2024,4.5
3914151,Josiah Deguara,JAX,TE,2024,4.4
4372063,Ronnie Bell,DET,WR,2024,4.2
4374033,Jermar Jefferson,FA,RB,2024,4.2
3116593,Dalvin Cook,FA,RB,2024,4.0
4429262,Jaheim Bell,NE,TE,2024,4.0
5092436,Jude McAtamney,NYG,K,2024,4.0
4244856,Austin Trammell,JAX,WR,2024,4.0
3916204,James Proche II,CLE,WR,2024,3.8
4045305,Ian Thomas,CAR,TE,2024,3.7
4057082,Mason Kinsey,TEN,WR,2024,3.7
4427600,Terrell Jennings,NE,RB,2024,3.3
4429684,Anthony Gould,IND,WR,2024,3.3
4361604,Blake Watson,DEN,RB,2024,3.3
4242540,Isaiah Hodgins,SF,WR,2024,3.2
4690013,Rasheen Ali,BAL,RB,2024,3.2
4429001,Jase McClellan,ATL,RB,2024,3.2
4608362,Shane Zylstra,DET,TE,2024,3.2
2565969,Taylor Heinicke,LAC,QB,2024,3.12
4879650,Grant DuBose,MIA,WR,2024,3.1
4034862,Jack Stoll,NO,TE,2024,3.0
2511973,Eric Tomlinson,FA,TE,2024,2.9
4429023,MarShawn Lloyd,GB,RB,2024,2.8
4362504,Brevin Jordan,HOU,TE,2024,2.7
4369886,Chris Blair,ATL,WR,2024,2.7
4240858,Hendon Hooker,DET,QB,2024,2.68
3050487,Anthony Miller,BAL,WR,2024,2.6
4569371,Isaiah Williams,CIN,WR,2024,2.6
4428796,Casey Washington,ATL,WR,2024,2.4
3886818,Myles Gaskin,FA,RB,2024,2.3
4034948,Feleipe Franks,CAR,TE,2024,2.2
4692022,Javon Baker,NE,WR,2024,2.2
4039274,Jonathan Ward,PIT,RB,2024,2.2
3040569,Trent Taylor,SF,WR,2024,2.1
4391845,Cody Schrader,LAR,RB,2024,1.9
4035198,Brandon Johnson,PIT,WR,2024,1.9
4429835,George Holani,SEA,RB,2024,1.9
4035776,Kendric Pryor,CIN,WR,2024,1.9
4698191,Chris Collier,LV,RB,2024,1.8
4248068,Aaron Shampklin,PIT,RB,2024,1.7
4430723,Jared Wiley,KC,TE,2024,1.7
4426399,Ramel Keyton,LV,WR,2024,1.7
3046704,Geoff Swaim,CLE,TE,2024,1.7
4242526,John Samuel Shenker,FA,TE,2024,1.7
4360978,David Martin-Robinson,TEN,TE,2024,1.6
4039043,Collin Johnson,CHI,WR,2024,1.6
4243830,Jaelon Darden,SEA,WR,2024,1.6
3052177,John Ross,FA,WR,2024,1.6
4746079,Zach Davidson,BUF,TE,2024,1.5
3120303,Ross Dwelley,FA,TE,2024,1.5
2574808,Robbie Chosen,FA,WR,2024,1.5
4565908,Tyler Scott,CHI,WR,2024,1.5
4408854,Jody Fortson,KC,TE,2024,1.5
3059989,Nick Mullens,JAX,QB,2024,1.32
4427575,Jha'Quan Jackson,TEN,WR,2024,1.3
4379401,John FitzPatrick,GB,TE,2024,1.2
9614,Marcedes Lewis,CHI,TE,2024,1.2
3051381,Mike White,BUF,QB,2024,1.12
5097554,Kameron Johnson,TB,WR,2024,1.1
4589248,Tyreik McAllister,LV,WR,2024,1.1
4035693,Velus Jones Jr.,CAR,RB,2024,0.9
4360763,Brycen Tremayne,CAR,WR,2024,0.8
11394,Josh Johnson,BAL,QB,2024,0.78
3115293,Kyle Allen,DET,QB,2024,0.76
4426475,Tyrion Davis-Price,PHI,RB,2024,0.7
3892775,Jarrett Stidham,DEN,QB,2024,0.7
4039505,Reggie Gilliam,BUF,RB,2024,0.7
4044111,Chris Oladokun,KC,QB,2024,0.5
3917612,Ke'Shawn Vaughn,FA,RB,2024,0.4
4240600,Kadarius Toney,FA,WR,2024,0.3
4036431,Darrynton Evans,BUF,RB,2024,0.3
4434153,Tyson Bagent,CHI,QB,2024,0.24
4360175,Clayton Tune,ARI,QB,2024,0.22
4034946,Kyle Trask,TB,QB,2024,0.2
4373273,British Brooks,HOU,RB,2024,0.2
3910544,Joshua Kelley,TEN,RB,2024,0.2
2514206,Blake Bell,FA,TE,2024,0.0
4422214,Trinity Benson,FA,WR,2024,0.0
3061612,Jamal Agnew,FA,WR,2024,0.0
4036026,Dez Fitzpatrick,LAC,WR,2024,0.0
4027873,Samori Toure,CHI,WR,2024,0.0
4035793,Quintez Cephus,LAR,WR,2024,0.0
3042910,Rashard Higgins,FA,WR,2024,0.0
3048897,Pharoh Cooper,FA,WR,2024,0.0
4035554,Landen Akers,FA,WR,2024,0.0
4038952,Hunter Kampmoyer,FA,TE,2024,0.0
3120980,Keelan Doss,FA,WR,2024,0.0
3886809,Andre Baccellia,ARI,WR,2024,0.0
4069806,Jason Moore,FA,WR,2024,0.0
4031033,Cade Johnson,FA,WR,2024,0.0
4258170,Tarik Black,MIA,WR,2024,0.0
4212884,Alex Armah,FA,RB,2024,0.0
14167,Taiwan Jones,FA,RB,2024,0.0
4250945,Colton Dowell,TEN,WR,2024,0.0
3929924,Zach Gentry,FA,TE,2024,0.0
4360406,Mataeo Durant,FA,RB,2024,0.0
4570106,Myron Mitchell,FA,WR,2024,0.0
15887,Ryan Griffin,FA,TE,2024,0.0
4367186,Chase Cota,FA,WR,2024,0.0
4244732,Caleb Huntley,FA,RB,2024,0.0
4040623,Austin Mack,FA,WR,2024,0.0
4390717,Josh Johnson,FA,RB,2024,0.0
3916587,Tyler Mabry,FA,TE,2024,0.0
4245645,Gary Brightwell,CIN,RB,2024,0.0
17315,Keith Smith,FA,RB,2024,0.0
2980077,Jonathan Williams,FA,RB,2024,0.0
2987440,Garrett Griffin,FA,TE,2024,0.0
3923392,Mitchell Wilcox,NE,TE,2024,0.0
2574591,Nick Boyle,FA,TE,2024,0.0
4240069,Malik Cunningham,BAL,WR,2024,0.0
3043841,Tanner Gentry,FA,WR,2024,0.0
3930900,Ben Ellefson,MIN,TE,2024,0.0
3046401,Keith Kirkwood,BAL,WR,2024,0.0
3042435,Kevin White,FA,WR,2024,0.0
2970726,Maxx Williams,FA,TE,2024,0.0
15839,Marquise Goodwin,FA,WR,2024,0.0
3895827,Ty'Son Williams,FA,RB,2024,0.0
17453,Cameron Brate,FA,TE,2024,0.0
4240455,Deon Jackson,FA,RB,2024,0.0
4034964,Tyrie Cleveland,FA,WR,2024,0.0
3125404,Jacob Hollister,FA,TE,2024,0.0
4429012,Kendall Milton,CIN,RB,2024,0.0
3917849,Lawrence Cager,WSH,TE,2024,0.0
16804,John Brown,FA,WR,2024,0.0
3915145,Kirk Merritt,FA,RB,2024,0.0
4572786,Dennis Houston,TB,WR,2024,0.0
4043158,T.J. Vasher,FA,WR,2024,0.0
4212989,Dan Arnold,FA,TE,2024,0.0
4589245,Mike Strachan,WSH,WR,2024,0.0
4248909,Elijah Dotson,ATL,RB,2024,0.0
4244651,D'vonte Price,FA,RB,2024,0.0
3127211,Patrick Laird,FA,RB,2024,0.0
4820592,Nate McCrary,FA,RB,2024,0.0
4241941,Anthony McFarland Jr.,FA,RB,2024,0.0
2572861,J.D. McKissic,FA,RB,2024,0.0
2979590,Jesse James,FA,TE,2024,0.0
3123944,Qadree Ollison,FA,RB,2024,0.0
4242270,Kyric McGowan,FA,WR,2024,0.0
17258,Willie Snead IV,FA,WR,2024,0.0
4362603,Brenden Bates,CLE,TE,2024,0.0
3699935,Devine Ozigbo,FA,RB,2024,0.0
4242896,Curtis Hodges,FA,TE,2024,0.0
4034704,Michael Bandy,DEN,WR,2024,0.0
4362452,Jaret Patterson,LAC,RB,2024,0.0
4038818,Bryan Edwards,FA,WR,2024,0.0
4427728,Zonovan Knight,ARI,RB,2024,0.0
15478,Brandon Bolden,FA,RB,2024,0.0
4035526,Chase Allen,FA,TE,2024,0.0
4038460,Dillon Stoner,FA,WR,2024,0.0
4054085,Dezmon Patmon,FA,WR,2024,0.0
3700815,Kendall Hinton,FA,WR,2024,0.0
4068152,Kawaan Baker,FA,WR,2024,0.0
4426893,Joshua Cephus,JAX,WR,2024,0.0
4429939,Jawhar Jordan,HOU,RB,2024,0.0
4372519,Jashaun Corbin,FA,RB,2024,0.0
3049698,Anthony Firkser,KC,TE,2024,0.0
4243319,Terrell Bynum,FA,WR,2024,0.0
4426426,Joseph Ngata,FA,WR,2024,0.0
4248425,Carlos Washington Jr.,ATL,RB,2024,0.0
4360802,Javian Hawkins,FA,RB,2024,0.0
3125232,Nick Bawden,FA,RB,2024,0.0
2970262,J.P. Holtz,FA,RB,2024,0.0
4258190,Ben Mason,FA,RB,2024,0.0
3122818,Tommy Sweeney,FA,TE,2024,0.0
4037311,Jalen Camp,FA,WR,2024,0.0
4241588,Elijah Cooks,PHI,WR,2024,0.0
3933568,Davion Davis,FA,WR,2024,0.0
4259805,Kylin Hill,FA,RB,2024,0.0
4360290,Brayden Willis,SF,TE,2024,0.0
3948283,Stephen Carlson,CHI,TE,2024,0.0
2973626,C.J. Board,FA,WR,2024,0.0
4274040,Troy Hairston,CLE,RB,2024,0.0
4040629,Antonio Williams,FA,RB,2024,0.0
4367175,Kyle Philips,LV,WR,2024,0.0
4428119,Lew Nichols,PHI,RB,2024,0.0
3115443,Cody Hollister,FA,WR,2024,0.0
3914328,Andy Isabella,FA,WR,2024,0.0
4242873,Eno Benjamin,FA,RB,2024,0.0
4260406,Zander Horvath,FA,RB,2024,0.0
4362186,Erik Ezukanma,MIA,WR,2024,0.0
4239768,Spencer Brown,FA,RB,2024,0.0
2972331,Mason Schreck,FA,TE,2024,0.0
2570986,Malcolm Brown,FA,RB,2024,0.0
3116158,Jason Cabinda,FA,RB,2024,0.0
4242504,Johnny Johnson III,HOU,WR,2024,0.0
4037591,Joe Reed,FA,WR,2024,0.0
4039307,Marquez Stevenson,FA,WR,2024,0.0
4259324,Travis Vokolek,ARI,TE,2024,0.0
3699902,Stanley Morgan Jr.,TEN,WR,2024,0.0
4046522,Devin Asiasi,FA,TE,2024,0.0
2977800,Alex Erickson,FA,WR,2024,0.0
3940587,Jesper Horsted,FA,TE,2024,0.0
3871102,David Sills V,ATL,WR,2024,0.0
4361438,Cole Turner,WSH,TE,2024,0.0
3929118,Jeff Smith,FA,WR,2024,0.0
4259979,Lynn Bowden Jr.,FA,WR,2024,0.0
4245174,Easop Winston Jr.,NYJ,WR,2024,0.0
4426364,Baylor Cupp,KC,TE,2024,0.0
4242212,Tory Carter,FA,RB,2024,0.0
4035019,Javon Wims,FA,WR,2024,0.0
4426990,Jalen Moreno-Cropper,DAL,WR,2024,0.0
4373642,Dax Milne,CAR,WR,2024,0.0
4040728,Trey Ragas,FA,RB,2024,0.0
3675550,Tommy Hudson,FA,TE,2024,0.0
3046399,Marcus Kemp,FA,WR,2024,0.0
3930298,Noah Togiai,FA,TE,2024,0.0
4047648,Tre Nixon,FA,WR,2024,0.0
4363409,Austin Watkins Jr.,FA,WR,2024,0.0
4240661,Dazz Newsome,FA,WR,2024,0.0
4428952,Jalen Wydermyer,FA,TE,2024,0.0
3915772,Jared Pinkney,FA,TE,2024,0.0
4035465,Cornell Powell,FA,WR,2024,0.0
3052083,Devon Allen,FA,WR,2024,0.0
4261020,Trenton Cannon,FA,RB,2024,0.0
4259169,Trestan Ebner,FA,RB,2024,0.0
3148929,Sammis Reyes,FA,TE,2024,0.0
2576854,Stephen Anderson,FA,TE,2024,0.0
4039271,Tony Poljan,FA,TE,2024,0.0
3122103,Kendall Blanton,FA,TE,2024,0.0
4379504,Mekhi Sargent,FA,RB,2024,0.0
3126115,Cody Thompson,FA,WR,2024,0.0
3051891,Jordan Wilkins,FA,RB,2024,0.0
4361100,Jack Westover,NE,TE,2024,0.0
3123857,Austin Walter,FA,RB,2024,0.0
4262900,Daylen Baldwin,FA,WR,2024,0.0
4035426,Stephen Sullivan,FA,TE,2024,0.0
4240577,Brandon Smith,NYJ,WR,2024,0.0
4690070,Mitchell Tinsley,CIN,WR,2024,0.0
4037478,Gerrid Doaks,FA,RB,2024,0.0
4034950,Freddie Swain,FA,WR,2024,0.0
4242231,Racey McMath,FA,WR,2024,0.0
4035912,Kwamie Lassiter II,FA,WR,2024,0.0
3047536,David Wells,FA,TE,2024,0.0
4040714,Miller Forristall,FA,TE,2024,0.0
4361778,Kearis Jackson,HOU,WR,2024,0.0
4036275,Sean McKeon,IND,TE,2024,0.0
3126246,Dontrell Hilliard,FA,RB,2024,0.0
3049290,Kevin Rader,FA,TE,2024,0.0
4240432,Sage Surratt,FA,TE,2024,0.0
4411192,Brandon Dillon,FA,TE,2024,0.0
4039253,Trevon Wesco,FA,TE,2024,0.0
3123986,Mike Thomas,FA,WR,2024,0.0
4259976,Josh Ali,FA,WR,2024,0.0
3915823,Keke Coutee,FA,WR,2024,0.0
4427267,Kaylon Geiger,FA,WR,2024,0.0
2972460,Breshad Perriman,FA,WR,2024,0.0
4241224,Abram Smith,FA,RB,2024,0.0
4430681,Jared Wayne,HOU,WR,2024,0.0
4047836,Frank Darby,FA,WR,2024,0.0
3893625,Nick Ralston,FA,RB,2024,0.0
3122449,James Washington,FA,WR,2024,0.0
3085107,Jake Kumerow,FA,WR,2024,0.0
3122899,Richie James,FA,WR,2024,0.0
4294520,Brandon Zylstra,FA,WR,2024,0.0
3915399,Preston Williams,FA,WR,2024,0.0
3115375,Darrel Williams,FA,RB,2024,0.0
4363554,Thomas Odukoya,TEN,TE,2024,0.0
4379405,Jaylen Johnson,LAC,WR,2024,0.0
3932430,Jalen Guyton,FA,WR,2024,0.0
4069817,JaQuan Hardy,FA,RB,2024,0.0
4036448,Jalen Virgil,BUF,WR,2024,0.0
3916749,Giovanni Ricci,NE,TE,2024,0.0
4567216,D.J. Williams,TB,RB,2024,0.0
3932423,Miles Boykin,FA,WR,2024,0.0
3917546,Penny Hart,FA,WR,2024,0.0
2579604,Phillip Dorsett II,ATL,WR,2024,0.0
3040470,Cethan Carter,MIA,TE,2024,0.0
3916564,Tyree Jackson,WSH,TE,2024,0.0
2983209,Chester Rogers,FA,WR,2024,0.0
16786,Richard Rodgers,FA,TE,2024,0.0
2577667,Damiere Byrd,FA,WR,2024,0.0
3115928,Malik Turner,FA,WR,2024,0.0
3919557,Scotty Washington,FA,TE,2024,0.0
4916349,Nikola Kalinic,ATL,TE,2024,0.0
3115314,Cam Sims,FA,WR,2024,0.0
4247812,Lance McCutcheon,PIT,WR,2024,0.0
3915821,Tony Brown,FA,WR,2024,0.0
4911488,Jared Bernhardt,FA,WR,2024,0.0
3052166,Darrell Daniels,FA,TE,2024,0.0
4248822,Montrell Washington,NYG,WR,2024,0.0
4259499,Shi Smith,FA,WR,2024,0.0
3116642,Reggie Bonnafon,FA,RB,2024,0.0
4371974,Seth Williams,DAL,WR,2024,0.0
13226,Andre Roberts,FA,WR,2024,0.0
3918003,Brycen Hopkins,FA,TE,2024,0.0
3121378,Matt Sokol,FA,TE,2024,0.0
2582410,Tyler Kroft,FA,TE,2024,0.0
4689546,Danny Gray,PHI,WR,2024,0.0
4361332,Shedrick Jackson,LV,WR,2024,0.0
3693033,Jacques Patrick,FA,RB,2024,0.0
3071572,Keelan Cole Sr.,FA,WR,2024,0.0
4035826,Demetric Felton,WSH,RB,2024,0.0
4259908,Braylon Sanders,FA,WR,2024,0.0
2971718,Marcus Johnson,FA,WR,2024,0.0
4032247,Raleigh Webb,FA,WR,2024,0.0
3138744,Chris Myarick,FA,TE,2024,0.0
17359,Damien Williams,FA,RB,2024,0.0
4035403,Denzel Mims,FA,WR,2024,0.0
4035170,Marquez Callaway,TB,WR,2024,0.0
4062711,Ethan Fernea,FA,WR,2024,0.0
4239992,Amari Rodgers,FA,WR,2024,0.0
3002265,Dwayne Washington,FA,RB,2024,0.0
15072,Marvin Jones Jr.,FA,WR,2024,0.0
4242369,Matt Bushman,KC,TE,2024,0.0
4241273,Roger Carter Jr.,FA,TE,2024,0.0
14054,Kyle Rudolph,FA,TE,2024,0.0
2998120,Josh Lambo,FA,K,2024,0.0
3925347,Damien Harris,BUF,RB,2024,0.0
4036224,Jake Funk,FA,RB,2024,0.0
4361088,Colson Yankoff,WSH,TE,2024,0.0
4034779,Ko Kieft,TB,TE,2024,0.0
4433970,J.J. McCarthy,MIN,QB,2024,0.0
4426479,Cornelius Johnson,GB,WR,2024,0.0
11387,Matthew Slater,NE,WR,2024,0.0
15168,Case Keenum,HOU,QB,2024,0.0
4373266,Antoine Green,DET,WR,2024,0.0
4259592,Sean Clifford,GB,QB,2024,0.0
4424106,Gunner Olszewski,NYG,WR,2024,0.0
14876,Ryan Tannehill,FA,QB,2024,0.0
13199,Colt McCoy,FA,QB,2024,0.0
3122154,Khari Blasingame,FA,RB,2024,0.0
4685039,Michael Pratt,TB,QB,2024,0.0
4046530,Chris Evans,CIN,RB,2024,0.0
4360306,Justyn Ross,KC,WR,2024,0.0
4036416,Byron Pringle,FA,WR,2024,0.0
3929914,Adam Prentice,NO,RB,2024,0.0
3052117,Phillip Lindsay,FA,RB,2024,0.0
2576925,Darren Waller,NYG,TE,2024,0.0
2576623,DeVante Parker,PHI,WR,2024,0.0
4361665,Christopher Dunn,FA,K,2024,0.0
15349,Cole Beasley,FA,WR,2024,0.0
4401805,Dareke Young,SEA,WR,2024,0.0
3932442,Equanimeous St. Brown,FA,WR,2024,0.0
4427105,Max Duggan,FA,QB,2024,0.0
4367510,Dante Miller,NYG,RB,2024,0.0
3917960,Steven Sims,BAL,WR,2024,0.0
4362162,SaRodorick Thompson Jr.,FA,RB,2024,0.0
4243176,Brady Russell,SEA,TE,2024,0.0
4259147,Jake Tonges,SF,TE,2024,0.0
4241820,Sam Ehlinger,IND,QB,2024,0.0
15920,Latavius Murray,FA,RB,2024,0.0
3128451,Tre'Quan Smith,FA,WR,2024,0.0
4383429,Jacob Saylors,FA,RB,2024,0.0
4046715,Trishton Jackson,ARI,WR,2024,0.0
4362019,A.T. Perry,DEN,WR,2024,0.0
11291,Chad Henne,KC,QB,2024,0.0
4361653,Devin Leary,BAL,QB,2024,0.0
16886,Martavis Bryant,FA,WR,2024,0.0
2574576,C.J. Uzomah,PHI,TE,2024,0.0
4040980,Irv Smith Jr.,HOU,TE,2024,0.0
3120590,Easton Stick,LAC,QB,2024,0.0
12731,Ryan Succop,FA,K,2024,0.0
3128721,Sony Michel,LAR,RB,2024,0.0
4361008,Cole Fotheringham,FA,TE,2024,0.0
4428811,Xavier Weaver,ARI,WR,2024,0.0
3144991,Parker Hesse,FA,TE,2024,0.0
4244688,Nathan Rourke,FA,QB,2024,0.0
16486,Brett Maher,FA,K,2024,0.0
2979843,Kenyan Drake,FA,RB,2024,0.0
3139925,Rashaad Penny,FA,RB,2024,0.0
4569156,Michael Wiley,WSH,RB,2024,0.0
2330,Tom Brady,TB,QB,2024,0.0
2978109,Zach Pascal,FA,WR,2024,0.0
4567095,Keilan Robinson,JAX,RB,2024,0.0
3895785,Ben DiNucci,NO,QB,2024,0.0
4429202,Israel Abanikanda,SF,RB,2024,0.0
4240861,Dalton Keene,HOU,TE,2024,0.0
4239934,AJ Dillon,PHI,RB,2024,0.0
4411193,Deonte Harty,BAL,WR,2024,0.0
2576434,Melvin Gordon III,FA,RB,2024,0.0
4360799,Jordan Travis,NYJ,QB,2024,0.0
2976316,Michael Thomas,FA,WR,2024,0.0
10636,Mason Crosby,FA,K,2024,0.0
3915165,Rodrigo Blankenship,FA,K,2024,0.0
4686781,Brenden Rice,LAC,WR,2024,0.0
4048259,Avery Williams,PHI,RB,2024,0.0
3123075,Braxton Berrios,HOU,WR,2024,0.0
4241822,Chris Naggar,FA,K,2024,0.0
4241410,Jelani Woods,IND,TE,2024,0.0
3916430,Nyheim Hines,FA,RB,2024,0.0
16728,Teddy Bridgewater,DET,QB,2024,0.0
3115364,Leonard Fournette,FA,RB,2024,0.0
4426875,Sam Howell,SEA,QB,2024,0.0
4361259,Zach Wilson,MIA,QB,2024,0.0
13981,Mark Ingram II,FA,RB,2024,0.0
14877,Nick Foles,FA,QB,2024,0.0
3119195,Chase Edmonds,TB,RB,2024,0.0
4430191,Skyy Moore,KC,WR,2024,0.0
4372485,Rondale Moore,FA,WR,2024,0.0
13983,A.J. Green,FA,WR,2024,0.0
11237,Matt Ryan,FA,QB,2024,0.0
3116172,Trace McSorley,FA,QB,2024,0.0
13232,Jimmy Graham,FA,TE,2024,0.0
15705,Josh Gordon,FA,WR,2024,0.0
3886812,Jake Browning,CIN,QB,2024,0.0
14924,T.Y. Hilton,FA,WR,2024,0.0
11283,DeSean Jackson,FA,WR,2024,0.0
4245661,Lucas Havrisik,FA,K,2024,0.0
4431492,Roman Wilson,PIT,WR,2024,0.0
3116136,Justin Jackson,DET,RB,2024,0.0
4036348,Michael Gallup,FA,WR,2024,0.0
4258195,Donovan Peoples-Jones,FA,WR,2024,0.0
2576450,Derek Watt,FA,RB,2024,0.0
3126997,Tom Kennedy,DET,WR,2024,0.0
4241555,Elijah Mitchell,KC,RB,2024,0.0
3135321,Hunter Renfrow,LV,WR,2024,0.0
4569609,Evan Hull,PIT,RB,2024,0.0
4035115,Albert Okwuegbunam Jr.,IND,TE,2024,0.0
2972236,Nathan Peterman,FA,QB,2024,0.0
3915802,Lucky Jackson,MIN,WR,2024,0.0
14053,Randall Cobb,FA,WR,2024,0.0
4046692,Chase Claypool,FA,WR,2024,0.0
3123052,Michael Badgley,DET,K,2024,0.0
4035222,Trayveon Williams,CIN,RB,2024,0.0
9354,Robbie Gould,FA,K,2024,0.0
4366963,Dylan Laube,LV,RB,2024,0.0
3122672,Royce Freeman,FA,RB,2024,0.0
16790,Jarvis Landry,FA,WR,2024,0.0
4429805,Frank Gore Jr.,BUF,RB,2024,0.0
15971,Rex Burkhead,FA,RB,2024,0.0
5208436,Louis Rees-Zammit,JAX,RB,2024,0.0
2508176,David Johnson,FA,RB,2024,0.0
4266790,Ramiz Ahmed,FA,K,2024,0.0
13982,Julio Jones,FA,WR,2024,0.0
4259553,Stetson Bennett,LAR,QB,2024,0.0
4696736,Tanner Brown,FA,K,2024,0.0
16782,Jerick McKinnon,FA,RB,2024,0.0
4046678,Ian Book,FA,QB,2024,0.0
3929636,Irvin Charles,NYJ,WR,2024,0.0
4240603,Malik Davis,DAL,RB,2024,0.0
3115378,Russell Gage,SF,WR,2024,0.0
2979501,Nate Sudfeld,FA,QB,2024,0.0
4035003,Jacob Eason,FA,QB,2024,0.0
3124092,John Wolford,JAX,QB,2024,0.0
3040206,Chris Streveler,FA,QB,2024,0.0
4567506,Tahj Washington,MIA,WR,2024,0.0
16140,Ryan Griffin,FA,QB,2024,0.0
4685035,Zach Evans,NYJ,RB,2024,0.0
12471,Chase Daniel,FA,QB,2024,0.0
4698301,Jermaine Jackson,FA,WR,2024,0.0
4034952,La'Mical Perine,FA,RB,2024,0.0
2577134,Ty Montgomery II,FA,RB,2024,0.0
3115252,Will Grier,DAL,QB,2024,0.0
4047839,N'Keal Harry,FA,TE,2024,0.0
3042749,Logan Woodside,FA,QB,2024,0.0
4240904,Kellen Mond,FA,QB,2024,0.0
3116188,David Blough,FA,QB,2024,0.0
3051308,PJ Walker,FA,QB,2024,0.0
3052600,Davis Webb,FA,QB,2024,0.0
4240750,Mohamed Ibrahim,FA,RB,2024,0.0
4408988,Malik Taylor,NYJ,WR,2024,0.0
4056052,Armani Rogers,FA,TE,2024,0.0
2511109,Trevor Siemian,FA,QB,2024,0.0
4240380,KJ Hamler,BUF,WR,2024,0.0
4240350,Xazavian Valladay,NO,RB,2024,0.0
3125107,Andrew Beck,NYJ,RB,2024,0.0
4371986,Anthony Schwartz,MIA,WR,2024,0.0
4361988,James Mitchell,CAR,TE,2024,0.0
4567246,Snoop Conner,FA,RB,2024,0.0
4052042,James Robinson,FA,RB,2024,0.0
3045260,Corey Clement,FA,RB,2024,0.0
3925346,Derrick Gore,FA,RB,2024,0.0
4384171,Tanner McLachlan,CIN,TE,2024,0.0
4361426,Justin Shorter,LV,TE,2024,0.0
4036032,Brittain Brown,FA,RB,2024,0.0
3128317,Juwann Winfree,IND,WR,2024,0.0
3043080,O.J. Howard,FA,TE,2024,0.0
3045238,Godwin Igwebuike,FA,RB,2024,0.0
4372026,Cameron Latu,PHI,TE,2024,0.0
16725,Sammy Watkins,FA,WR,2024,0.0
3049916,Matt Breida,FA,RB,2024,0.0
3122143,Cullen Gillaspia,FA,RB,2024,0.0
4372526,Deneric Prince,FA,RB,2024,0.0
3914240,Tyler Davis,GB,TE,2024,0.0
4245639,Stanley Berryhill,FA,WR,2024,0.0
3912550,Ronald Jones,FA,RB,2024,0.0
3025433,Mike Davis,FA,RB,2024,0.0
4250969,Rodney Williams,FA,TE,2024,0.0
4241205,Larry Rountree III,FA,RB,2024,0.0
16763,Jordan Matthews,CAR,TE,2024,0.0
3051889,Laquon Treadwell,IND,WR,2024,0.0
4689988,Jason Brownlee,KC,WR,2024,0.0
2969962,Duke Johnson,FA,RB,2024,0.0
4249624,Nick Muse,PHI,TE,2024,0.0
3912092,Donald Parham Jr.,PIT,TE,2024,0.0
4243315,Salvon Ahmed,IND,RB,2024,0.0
4039359,Darrell Henderson Jr.,FA,RB,2024,0.0
3139605,Marlon Mack,FA,RB,2024,0.0
3675812,Bryce Perkins,FA,QB,2024,0.0
4040628,Binjimen Victor,FA,WR,2024,0.0
4361435,Carson Strong,FA,QB,2024,0.0
4570674,Kevin Harris,FA,RB,2024,0.0
3060022,Jordan Howard,FA,RB,2024,0.0
4046164,Alex Kessman,FA,K,2024,0.0
3932144,Jacob Harris,FA,WR,2024,0.0
4036146,Caleb Shudak,FA,K,2024,0.0
4035072,Benny Snell Jr.,FA,RB,2024,0.0
4569390,Jonathan Garibay,FA,K,2024,0.0
3894912,Tyron Billy-Johnson,FA,WR,2024,0.0
